datetime,open,high,low,close,volume
2020-01-02,332.5,339.0,332.5,339.0,33282120.0
2020-01-03,344.0,345.0,335.5,339.5,42023268.0
2020-01-06,333.0,334.5,332.0,332.0,45677057.0
2020-01-07,332.5,333.0,326.5,329.5,51746181.0
2020-01-08,325.0,333.0,325.0,329.5,37913748.0
2020-01-09,335.0,337.5,333.5,337.5,32397504.0
2020-01-10,340.5,341.0,336.0,339.5,27880115.0
2020-01-13,342.0,342.0,339.0,341.5,30663332.0
2020-01-14,345.5,346.0,344.5,346.0,30368993.0
2020-01-15,345.0,345.0,337.5,340.0,54575274.0
2020-01-16,330.0,336.5,330.0,334.5,58217420.0
2020-01-17,334.0,335.5,332.0,333.0,53908097.0
2020-01-20,334.0,335.5,333.0,333.0,35551203.0
2020-01-30,326.0,326.0,316.5,316.5,126820049.0
2020-01-31,323.0,323.5,319.0,320.0,62912055.0
2020-02-03,315.0,316.5,312.0,315.0,59711849.0
2020-02-04,319.0,326.0,318.0,325.0,52208496.0
2020-02-05,329.0,329.5,324.5,327.5,36601453.0
2020-02-06,329.5,332.5,329.0,332.5,29659094.0
2020-02-07,330.0,330.5,326.0,328.0,30055327.0
2020-02-10,321.5,328.0,321.0,327.5,30814424.0
2020-02-11,330.5,332.5,330.0,331.5,29062935.0
2020-02-12,333.5,336.0,333.0,335.0,37612639.0
2020-02-13,338.0,338.0,335.0,335.0,23217021.0
2020-02-14,337.0,337.0,334.5,335.0,18326683.0
2020-02-17,331.5,333.0,330.5,331.5,16145079.0
2020-02-18,324.5,326.5,322.0,322.0,64662604.0
2020-02-19,322.5,327.0,322.0,326.5,48856218.0
2020-02-20,328.0,329.0,325.0,325.5,27061736.0
2020-02-21,325.5,326.5,323.0,325.0,22974534.0
2020-02-24,319.5,321.5,319.5,320.0,42946680.0
2020-02-25,320.0,323.5,317.5,322.0,38674011.0
2020-02-26,317.0,320.5,316.5,318.5,60768362.0
2020-02-27,319.0,320.0,315.0,316.0,62401927.0
2020-03-02,308.0,317.0,308.0,311.0,86372942.0
2020-03-03,318.5,320.0,316.0,317.5,55169411.0
2020-03-04,322.0,322.0,317.0,320.5,44745146.0
2020-03-05,325.0,326.0,323.0,323.0,38223525.0
